domain,attack_type,corruption_rate,baseline_recall,poisoned_recall,baseline_prauc,poisoned_prauc,kl_divergence,n_missed_per_1000,recall_degradation
fraud,targeted_flip,0.1,0.8105263157894737,0.9789473684210528,0.8534907581664058,0.2394187939105763,1.580198842265835,0.0352,-0.168421052631579
fraud,feature_perturb,0.001,0.8105263157894737,0.8210526315789474,0.8534907581664058,0.7881006134967052,0.9087004910565916,0.2996,-0.0105263157894737
fraud,feature_perturb,0.003,0.8105263157894737,0.8736842105263158,0.8534907581664058,0.7712842447718085,3.107770739177873,0.2115,-0.0631578947368421
fraud,feature_perturb,0.005,0.8105263157894737,0.8842105263157894,0.8534907581664058,0.728563928430227,3.703563524225048,0.1938,-0.0736842105263158
fraud,feature_perturb,0.01,0.8105263157894737,0.9473684210526316,0.8534907581664058,0.746244236459698,4.19096394521733,0.0881,-0.1368421052631578
fraud,feature_perturb,0.015,0.8105263157894737,0.936842105263158,0.8534907581664058,0.7468082912393426,5.10838613257224,0.1057,-0.1263157894736842
fraud,feature_perturb,0.02,0.8105263157894737,0.936842105263158,0.8534907581664058,0.7240326359912566,5.083662892811088,0.1057,-0.1263157894736842
fraud,feature_perturb,0.025,0.8105263157894737,0.9052631578947368,0.8534907581664058,0.733984795806249,5.122157846639907,0.1586,-0.0947368421052632
fraud,feature_perturb,0.03,0.8105263157894737,0.968421052631579,0.8534907581664058,0.7539970093567305,5.47253812943483,0.0529,-0.1578947368421053
fraud,feature_perturb,0.04,0.8105263157894737,0.9578947368421052,0.8534907581664058,0.7261303591300534,5.654138620999881,0.0705,-0.1473684210526316
fraud,feature_perturb,0.05,0.8105263157894737,0.936842105263158,0.8534907581664058,0.7348783805662294,6.098251116535082,0.1057,-0.1263157894736842
fraud,feature_perturb,0.075,0.8105263157894737,0.9789473684210528,0.8534907581664058,0.7101993085283556,6.501455700226906,0.0352,-0.168421052631579
fraud,feature_perturb,0.1,0.8105263157894737,0.9789473684210528,0.8534907581664058,0.7076869991941906,6.800687935090058,0.0352,-0.168421052631579
fraud,gain_guided,0.001,0.8105263157894737,0.8526315789473684,0.8534907581664058,0.7879322617055056,1.0646558306639216,0.2467,-0.0421052631578947
fraud,gain_guided,0.003,0.8105263157894737,0.8631578947368421,0.8534907581664058,0.7895251676469651,3.19487304937246,0.2291,-0.0526315789473684
fraud,gain_guided,0.005,0.8105263157894737,0.936842105263158,0.8534907581664058,0.7527892994261561,3.503843711993229,0.1057,-0.1263157894736842
fraud,gain_guided,0.01,0.8105263157894737,0.9157894736842104,0.8534907581664058,0.756702800126655,4.1307176592661525,0.141,-0.1052631578947368
fraud,gain_guided,0.015,0.8105263157894737,0.9473684210526316,0.8534907581664058,0.7604019215342231,4.756345191536263,0.0881,-0.1368421052631578
fraud,gain_guided,0.02,0.8105263157894737,0.9473684210526316,0.8534907581664058,0.7651662735227365,4.755610680352329,0.0881,-0.1368421052631578
